"number" "dsum" "count" "missing" "quant_error" "fname"
112 3475.09 5408 4960 0.00418910 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Euphagus.cyanocephalus_NAs_pu_mask.tif"
113 4758.38 5408 4960 0.000127665 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Falco.columbarius_NAs_pu_mask.tif"
114 4947.95 5408 4960 0.000865145 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Falco.peregrinus_NAs_pu_mask.tif"
115 3561.83 5408 4960 0.00434361 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Falco.sparverius_NAs_pu_mask.tif"
116 3787.97 5408 4960 0.00180782 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Fulica.americana_NAs_pu_mask.tif"
117 3422.26 5408 4960 0.000851316 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Gallinago.delicata_NAs_pu_mask.tif"
118 4248.15 5408 4960 0.00201779 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Gavia.immer_NAs_pu_mask.tif"
119 4861.75 5408 4960 0.00233716 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Gavia.pacifica_NAs_pu_mask.tif"
120 3725.96 5408 4960 0.000349611 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Gavia.stellata_NAs_pu_mask.tif"
121 4948.58 5408 4960 0.00131562 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Geothlypis.tolmiei_NAs_pu_mask.tif"
122 4232.01 5408 4960 0.00415259 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Geothlypis.trichas_NAs_pu_mask.tif"
123 4866.48 5408 4960 0.000588066 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Glaucidium.gnoma_NAs_pu_mask.tif"
124 3463.23 5408 4960 0.00136435 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Glaucomys.sabrinus_NAs_pu_mask.tif"
125 2764.3 5408 4960 0.00206415 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Grus.canadensis_NAs_pu_mask.tif"
126 4467.5 5408 4960 0.000804179 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Haematopus.bachmani_NAs_pu_mask.tif"
127 4696.6 5408 4960 0.00439661 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Haliaeetus.leucocephalus_NAs_pu_mask.tif"
128 4529.63 5408 4960 0.000943011 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Hirundo.rustica_NAs_pu_mask.tif"
129 5144.73 5408 4960 0.00186404 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Histrionicus.histrionicus_NAs_pu_mask.tif"
130 3460.12 5408 4960 5.05155e-05 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Hydroprogne.caspia_NAs_pu_mask.tif"
131 1816.32 5408 4960 0.00517872 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Icterus.bullockii_NAs_pu_mask.tif"
132 5132.95 5408 4960 0.00343095 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Ixoreus.naevius_NAs_pu_mask.tif"
133 4823.64 5408 4960 0.000233977 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Junco.hyemalis_NAs_pu_mask.tif"
134 3951.81 5408 4960 0.00145482 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.argentatus_NAs_pu_mask.tif"
135 3610.12 5408 4960 0.00152861 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.californicus_NAs_pu_mask.tif"
136 4357.66 5408 4960 0.000349403 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.canus_NAs_pu_mask.tif"
137 2736.59 5408 4960 0.00584251 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.delawarensis_NAs_pu_mask.tif"
138 4320.72 5408 4960 0.00159822 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.glaucescens_NAs_pu_mask.tif"
139 3526.52 5408 4960 0.00223033 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.occidentalis_NAs_pu_mask.tif"
140 3201.63 5408 4960 0.00395316 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Limnodromus.scolopaceus_NAs_pu_mask.tif"
141 4478.93 5408 4960 0.000756242 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Lophodytes.cucullatus_NAs_pu_mask.tif"
142 4971.74 5408 4960 0.000641312 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Loxia.curvirostra_NAs_pu_mask.tif"
143 4620.29 5408 4960 0.00109214 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Megaceryle.alcyon_NAs_pu_mask.tif"
144 4766.94 5408 4960 0.00131342 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melanitta.fusca_NAs_pu_mask.tif"
145 3865.16 5408 4960 0.00261075 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melanitta.nigra_NAs_pu_mask.tif"
146 4829.89 5408 4960 0.00236184 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melanitta.perspicillata_NAs_pu_mask.tif"
147 3380.45 5408 4960 0.00256341 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melospiza.georgiana_NAs_pu_mask.tif"
148 4127.91 5408 4960 0.000495810 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melospiza.lincolnii_NAs_pu_mask.tif"
149 4651.35 5408 4960 0.00373721 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melospiza.melodia_NAs_pu_mask.tif"
150 4733.39 5408 4960 0.00453210 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Mergus.serrator_NAs_pu_mask.tif"
151 3643.51 5408 4960 0.00242871 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Microtus.townsendii_NAs_pu_mask.tif"
152 4446.66 5408 4960 0.000451995 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Molothrus.ater_NAs_pu_mask.tif"
153 2856.21 5408 4960 0.00366637 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Mustela.erminea_NAs_pu_mask.tif"
154 4191.64 5408 4960 0.000551238 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Myadestes.townsendi_NAs_pu_mask.tif"
155 3572.11 5408 4960 0.00229356 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Myotis.lucifugus_NAs_pu_mask.tif"
156 3742.68 5408 4960 0.000696586 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Neovison.vison_NAs_pu_mask.tif"
157 4916.77 5408 4960 0.00112293 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Oreothlypis.celata_NAs_pu_mask.tif"
158 2910.44 5408 4960 0.00194974 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Oreothlypis.ruficapilla_NAs_pu_mask.tif"
159 3113.12 5408 4960 0.00420545 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Oxyura.jamaicensis_NAs_pu_mask.tif"
160 3946.78 5408 4960 0.000294488 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Pandion.haliaetus_NAs_pu_mask.tif"
161 4052.38 5408 4960 0.00136032 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Passerculus.sandwichensis_NAs_pu_mask.tif"
162 4743.8 5408 4960 0.00201670 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Passerella.iliaca_NAs_pu_mask.tif"
163 5226.52 5408 4960 0.00761220 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Patagioenas.fasciata_NAs_pu_mask.tif"
164 3270.89 5408 4960 0.00514299 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Peromyscus.keeni_NAs_pu_mask.tif"
165 4853.42 5408 4960 0.00271688 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Peromyscus.maniculatus_NAs_pu_mask.tif"
166 3576.64 5408 4960 0.000240176 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Petrochelidon.pyrrhonota_NAs_pu_mask.tif"
167 3727.43 5408 4960 0.00309105 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Phalacrocorax.auritus_NAs_pu_mask.tif"
168 3868.53 5408 4960 0.000625175 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Phalacrocorax.pelagicus_NAs_pu_mask.tif"
169 4544.34 5408 4960 0.000828919 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Phalacrocorax.penicillatus_NAs_pu_mask.tif"
170 2728.8 5408 4960 0.00150533 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Phalaropus.lobatus_NAs_pu_mask.tif"
171 4809.93 5408 4960 0.00285863 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Pheucticus.melanocephalus_NAs_pu_mask.tif"
