"number" "dsum" "count" "missing" "quant_error" "fname"
40 4564.03 5314 3212 0.00418540 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Ambystoma.macrodactylum_NAs_pu_mask.tif"
41 3467.1 5314 3212 0.00106654 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Anas.acuta_NAs_pu_mask.tif"
42 3849.31 5314 3212 0.00510053 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Anas.americana_NAs_pu_mask.tif"
43 3306.23 5314 3212 0.00216508 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Anas.clypeata_NAs_pu_mask.tif"
44 3501.46 5314 3212 0.000621328 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Anas.crecca_NAs_pu_mask.tif"
45 2817.38 5314 3212 0.000951481 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Anas.cyanoptera_NAs_pu_mask.tif"
46 3002.44 5314 3212 0.00138522 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Anas.discors_NAs_pu_mask.tif"
47 4090.1 5314 3212 0.00167063 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Anas.penelope_NAs_pu_mask.tif"
48 3957.61 5314 3212 0.000893112 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Anas.platyrhynchos_NAs_pu_mask.tif"
49 2977.36 5314 3212 0.00356823 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Anas.strepera_NAs_pu_mask.tif"
50 3825.82 5314 3212 0.00283881 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Anser.albifrons_NAs_pu_mask.tif"
51 4511.17 5314 3212 0.00279114 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Anthus.rubescens_NAs_pu_mask.tif"
52 4163.67 5314 3212 0.00289953 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Ardea.herodias_NAs_pu_mask.tif"
53 4613.92 5314 3212 0.00276988 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Arenaria.melanocephala_NAs_pu_mask.tif"
54 3737.2 5314 3212 0.00138186 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Aythya.affinis_NAs_pu_mask.tif"
55 1614.57 5314 3212 0.000901746 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Aythya.americana_NAs_pu_mask.tif"
56 4073.88 5314 3212 0.00324841 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Aythya.collaris_NAs_pu_mask.tif"
57 4372.56 5314 3212 0.00299110 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Aythya.marila_NAs_pu_mask.tif"
58 4469.08 5314 3212 0.000195796 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Bombycilla.cedrorum_NAs_pu_mask.tif"
59 4950.7 5314 3212 0.000181536 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Brachyramphus.marmoratus_NAs_pu_mask.tif"
60 4054.92 5314 3212 0.000851475 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Branta.bernicla_NAs_pu_mask.tif"
61 4175.68 5314 3212 0.000151268 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Branta.canadensis_NAs_pu_mask.tif"
62 3733.58 5314 3212 0.00276462 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Branta.hutchinsii_NAs_pu_mask.tif"
63 4405.4 5314 3212 0.00182848 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Bubo.virginianus_NAs_pu_mask.tif"
64 4594.85 5314 3212 0.00281048 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Bucephala.albeola_NAs_pu_mask.tif"
65 4305.85 5314 3212 0.000448312 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Bucephala.clangula_NAs_pu_mask.tif"
66 4690.04 5314 3212 0.00503121 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Bucephala.islandica_NAs_pu_mask.tif"
67 4223.15 5314 3212 0.00149063 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Buteo.jamaicensis_NAs_pu_mask.tif"
68 3282.22 5314 3212 0.00136968 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Calidris.alpina_NAs_pu_mask.tif"
69 3607.68 5314 3212 0.00431632 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Calidris.mauri_NAs_pu_mask.tif"
70 2616.09 5314 3212 0.00173371 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Calidris.melanotos_NAs_pu_mask.tif"
71 3534.71 5314 3212 0.000829192 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Calidris.minutilla_NAs_pu_mask.tif"
72 3479.26 5314 3212 8.50888e-06 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Calypte.anna_NAs_pu_mask.tif"
73 4804.2 5314 3212 0.00278291 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Cardellina.pusilla_NAs_pu_mask.tif"
74 3549.59 5314 3212 0.00267936 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Carduelis.flammea_NAs_pu_mask.tif"
75 4682.26 5314 3212 0.000925778 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Carduelis.pinus_NAs_pu_mask.tif"
76 4024.44 5314 3212 0.00202842 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Carduelis.tristis_NAs_pu_mask.tif"
77 4924.87 5314 3212 0.00444286 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Carpodacus.mexicanus_NAs_pu_mask.tif"
78 4689.75 5314 3212 0.00166085 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Carpodacus.purpureus_NAs_pu_mask.tif"
79 4868.72 5314 3212 0.00216412 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Cathartes.aura_NAs_pu_mask.tif"
80 4801.81 5314 3212 0.00268233 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Catharus.guttatus_NAs_pu_mask.tif"
81 4872.02 5314 3212 0.00319527 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Catharus.ustulatus_NAs_pu_mask.tif"
82 4933.82 5314 3212 0.00590265 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Cepphus.columba_NAs_pu_mask.tif"
83 3789.6 5314 3212 0.00195050 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Cerorhinca.monocerata_NAs_pu_mask.tif"
84 4987.67 5314 3212 0.000132925 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Certhia.americana_NAs_pu_mask.tif"
85 4922.21 5314 3212 0.000911528 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Chaetura.vauxi_NAs_pu_mask.tif"
86 3577.88 5314 3212 0.00198335 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Charadrius.vociferus_NAs_pu_mask.tif"
87 3485.19 5314 3212 0.00160403 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Chen.caerulescens_NAs_pu_mask.tif"
88 4563.55 5314 3212 0.00100874 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Chordeiles.minor_NAs_pu_mask.tif"
89 4163.61 5314 3212 0.00236916 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Chroicocephalus.philadelphia_NAs_pu_mask.tif"
90 3301.07 5314 3212 0.00229500 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Circus.cyaneus_NAs_pu_mask.tif"
91 3227.62 5314 3212 0.000607815 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Cistothorus.palustris_NAs_pu_mask.tif"
92 4645.42 5314 3212 0.00271881 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Clangula.hyemalis_NAs_pu_mask.tif"
93 4357.4 5314 3212 0.00126825 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Coccothraustes.vespertinus_NAs_pu_mask.tif"
94 4343.62 5314 3212 0.00291588 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Colaptes.auratus_NAs_pu_mask.tif"
95 4623.39 5314 3212 0.000811517 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Contopus.cooperi_NAs_pu_mask.tif"
96 3721.27 5314 3212 0.000436048 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Contopus.sordidulus_NAs_pu_mask.tif"
97 1633.49 5314 3212 0.00355596 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Corvus.brachyrhynchos_NAs_pu_mask.tif"
98 4589.19 5314 3212 0.000682182 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Corvus.caurinus_NAs_pu_mask.tif"
99 4801.91 5314 3212 0.00242424 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Corvus.corax_NAs_pu_mask.tif"
100 4900.62 5314 3212 0.00186599 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Cyanocitta.stelleri_NAs_pu_mask.tif"
101 4357.36 5314 3212 0.00404747 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Cygnus.buccinator_NAs_pu_mask.tif"
102 2963.64 5314 3212 0.00183398 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Cygnus.columbianus_NAs_pu_mask.tif"
103 4864.81 5314 3212 0.00321074 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Cypseloides.niger_NAs_pu_mask.tif"
104 5038.03 5314 3212 0.0149743 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Dendragapus.fuliginosus_NAs_pu_mask.tif"
105 4411.1 5314 3212 0.00156256 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Dendroica.petechia_NAs_pu_mask.tif"
106 4958.87 5314 3212 0.00997772 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Dendroica.townsendi_NAs_pu_mask.tif"
107 4775.5 5314 3212 0.00106792 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Dryocopus.pileatus_NAs_pu_mask.tif"
108 1312.06 5308 3218 0.00308102 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Dumetella.carolinensis_NAs_pu_mask.tif"
109 5083.77 5314 3212 0.00840677 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Empidonax.difficilis_NAs_pu_mask.tif"
110 4792.09 5314 3212 0.00104041 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Empidonax.hammondii_NAs_pu_mask.tif"
111 4688.77 5314 3212 0.000906574 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Empidonax.traillii_NAs_pu_mask.tif"
112 3402.4 5314 3212 0.00439312 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Euphagus.cyanocephalus_NAs_pu_mask.tif"
113 4671.57 5314 3212 0.000327053 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Falco.columbarius_NAs_pu_mask.tif"
114 4857.93 5314 3212 0.000777424 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Falco.peregrinus_NAs_pu_mask.tif"
115 3488.82 5314 3212 0.00463651 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Falco.sparverius_NAs_pu_mask.tif"
116 3710.66 5314 3212 0.00258366 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Fulica.americana_NAs_pu_mask.tif"
117 3350.22 5314 3212 0.000549794 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Gallinago.delicata_NAs_pu_mask.tif"
118 4166.19 5314 3212 0.00222973 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Gavia.immer_NAs_pu_mask.tif"
119 4771.57 5314 3212 0.00192098 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Gavia.pacifica_NAs_pu_mask.tif"
120 3642.4 5314 3212 0.000782952 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Gavia.stellata_NAs_pu_mask.tif"
121 4862.94 5314 3212 0.00141152 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Geothlypis.tolmiei_NAs_pu_mask.tif"
122 4151.38 5314 3212 0.00433414 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Geothlypis.trichas_NAs_pu_mask.tif"
123 4782.83 5314 3212 0.000425902 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Glaucidium.gnoma_NAs_pu_mask.tif"
124 3397.11 5314 3212 0.00119868 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Glaucomys.sabrinus_NAs_pu_mask.tif"
125 2705.08 5314 3212 0.00203231 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Grus.canadensis_NAs_pu_mask.tif"
126 4380.54 5314 3212 0.000847934 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Haematopus.bachmani_NAs_pu_mask.tif"
127 4609.31 5314 3212 4.31659e-05 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Haliaeetus.leucocephalus_NAs_pu_mask.tif"
128 4445.18 5314 3212 0.000333339 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Hirundo.rustica_NAs_pu_mask.tif"
129 5053.52 5314 3212 0.00181776 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Histrionicus.histrionicus_NAs_pu_mask.tif"
130 3381.11 5314 3212 0.00141180 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Hydroprogne.caspia_NAs_pu_mask.tif"
131 1768.74 5314 3212 0.00451803 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Icterus.bullockii_NAs_pu_mask.tif"
132 5042.74 5314 3212 0.00326455 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Ixoreus.naevius_NAs_pu_mask.tif"
133 4736.98 5314 3212 0.000686375 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Junco.hyemalis_NAs_pu_mask.tif"
134 3870.02 5314 3212 0.00177020 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Larus.argentatus_NAs_pu_mask.tif"
135 3532.92 5314 3212 0.00177765 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Larus.californicus_NAs_pu_mask.tif"
136 4269.88 5314 3212 0.000502112 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Larus.canus_NAs_pu_mask.tif"
137 2670.68 5314 3212 0.00529619 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Larus.delawarensis_NAs_pu_mask.tif"
138 4233.37 5314 3212 0.00162795 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Larus.glaucescens_NAs_pu_mask.tif"
139 3452.51 5314 3212 0.00171024 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Larus.occidentalis_NAs_pu_mask.tif"
140 3128.56 5314 3212 0.00377947 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Limnodromus.scolopaceus_NAs_pu_mask.tif"
141 4392.58 5314 3212 0.00116600 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Lophodytes.cucullatus_NAs_pu_mask.tif"
142 4885.96 5314 3212 0.000978859 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Loxia.curvirostra_NAs_pu_mask.tif"
143 4532.86 5314 3212 0.000898757 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Megaceryle.alcyon_NAs_pu_mask.tif"
144 4678.42 5314 3212 0.00135881 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Melanitta.fusca_NAs_pu_mask.tif"
145 3788.41 5314 3212 0.00249738 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Melanitta.nigra_NAs_pu_mask.tif"
146 4740.24 5314 3212 0.00242668 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Melanitta.perspicillata_NAs_pu_mask.tif"
147 3312.37 5314 3212 0.00349788 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Melospiza.georgiana_NAs_pu_mask.tif"
148 4047.73 5314 3212 0.000269009 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Melospiza.lincolnii_NAs_pu_mask.tif"
149 4565.31 5314 3212 0.00350946 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Melospiza.melodia_NAs_pu_mask.tif"
150 4644.25 5314 3212 0.00437676 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Mergus.serrator_NAs_pu_mask.tif"
151 3570.58 5314 3212 0.00246082 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Microtus.townsendii_NAs_pu_mask.tif"
152 4362.57 5314 3212 0.00188867 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Molothrus.ater_NAs_pu_mask.tif"
153 2801.59 5314 3212 0.00372240 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Mustela.erminea_NAs_pu_mask.tif"
154 4115.25 5314 3212 0.000374976 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Myadestes.townsendi_NAs_pu_mask.tif"
155 3503.42 5314 3212 0.00215297 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Myotis.lucifugus_NAs_pu_mask.tif"
156 3670.67 5314 3212 0.000941365 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Neovison.vison_NAs_pu_mask.tif"
157 4829.74 5314 3212 0.000967151 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Oreothlypis.celata_NAs_pu_mask.tif"
158 2849.99 5314 3212 0.00178202 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Oreothlypis.ruficapilla_NAs_pu_mask.tif"
159 3044.85 5314 3212 0.00468672 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Oxyura.jamaicensis_NAs_pu_mask.tif"
160 3866.94 5314 3212 0.000359976 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Pandion.haliaetus_NAs_pu_mask.tif"
161 3972.22 5314 3212 0.00104595 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Passerculus.sandwichensis_NAs_pu_mask.tif"
162 4655.27 5314 3212 0.00175983 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Passerella.iliaca_NAs_pu_mask.tif"
163 5134.63 5314 3212 0.00692786 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Patagioenas.fasciata_NAs_pu_mask.tif"
164 3210.29 5314 3212 0.00326871 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Peromyscus.keeni_NAs_pu_mask.tif"
165 4770.92 5314 3212 0.00330840 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sdm/Peromyscus.maniculatus_NAs_pu_mask.tif"
