"number" "dsum" "count" "missing" "quant_error" "fname"
14 4175.09 5408 4960 0.00170151 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Anas.penelope_NAs_pu_mask.tif"
15 4038.52 5408 4960 0.000672567 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Anas.platyrhynchos_NAs_pu_mask.tif"
16 3046.64 5408 4960 0.00362440 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Anas.strepera_NAs_pu_mask.tif"
17 3908.11 5408 4960 0.00287125 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Anser.albifrons_NAs_pu_mask.tif"
18 4596.06 5408 4960 0.00313858 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Anthus.rubescens_NAs_pu_mask.tif"
19 4247.72 5408 4960 0.00290921 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Ardea.herodias_NAs_pu_mask.tif"
20 4703.53 5408 4960 0.00341817 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Arenaria.melanocephala_NAs_pu_mask.tif"
21 3813.96 5408 4960 0.00131064 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Aythya.affinis_NAs_pu_mask.tif"
22 1656.97 5408 4960 0.00114536 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Aythya.americana_NAs_pu_mask.tif"
23 4154.88 5408 4960 0.00318931 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Aythya.collaris_NAs_pu_mask.tif"
24 4457.94 5408 4960 0.00298463 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Aythya.marila_NAs_pu_mask.tif"
25 4552.74 5408 4960 0.000260144 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Bombycilla.cedrorum_NAs_pu_mask.tif"
26 4036.38 5053 5314 0.000851583 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_human_footprint_inv.tif"
27 4036.38 5053 5314 0.000851583 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif"
28 5041.37 5408 4960 0.000227139 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Brachyramphus.marmoratus_NAs_pu_mask.tif"
29 4136.66 5408 4960 0.00105562 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Branta.bernicla_NAs_pu_mask.tif"
30 4259.33 5408 4960 0.000392566 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Branta.canadensis_NAs_pu_mask.tif"
31 3816.15 5408 4960 0.00280940 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Branta.hutchinsii_NAs_pu_mask.tif"
32 4488.18 5408 4960 0.00160271 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Bubo.virginianus_NAs_pu_mask.tif"
33 4682.93 5408 4960 0.00300500 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Bucephala.albeola_NAs_pu_mask.tif"
34 4391.47 5408 4960 0.000620425 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Bucephala.clangula_NAs_pu_mask.tif"
35 4777.89 5408 4960 0.00501226 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Bucephala.islandica_NAs_pu_mask.tif"
36 4306.84 5408 4960 0.00157807 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Buteo.jamaicensis_NAs_pu_mask.tif"
37 3357.82 5408 4960 0.00125000 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Calidris.alpina_NAs_pu_mask.tif"
38 3686.39 5408 4960 0.00450621 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Calidris.mauri_NAs_pu_mask.tif"
39 2681.09 5408 4960 0.00193828 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Calidris.melanotos_NAs_pu_mask.tif"
40 3610.76 5408 4960 0.000438537 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Calidris.minutilla_NAs_pu_mask.tif"
41 3550.53 5408 4960 0.000212279 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Calypte.anna_NAs_pu_mask.tif"
42 4889.65 5408 4960 0.00262158 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Cardellina.pusilla_NAs_pu_mask.tif"
43 3620.57 5408 4960 0.00224426 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Carduelis.flammea_NAs_pu_mask.tif"
44 4767.68 5408 4960 0.00135853 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Carduelis.pinus_NAs_pu_mask.tif"
45 4107.11 5408 4960 0.000444174 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Carduelis.tristis_NAs_pu_mask.tif"
46 5015.43 5408 4960 0.00451347 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Carpodacus.mexicanus_NAs_pu_mask.tif"
47 4777.89 5408 4960 0.00163152 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Carpodacus.purpureus_NAs_pu_mask.tif"
48 4957.78 5408 4960 0.00263779 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Cathartes.aura_NAs_pu_mask.tif"
49 4888.04 5408 4960 0.00248759 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Catharus.guttatus_NAs_pu_mask.tif"
50 4959.48 5408 4960 0.00331771 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Catharus.ustulatus_NAs_pu_mask.tif"
51 5024.78 5408 4960 0.00588017 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Cepphus.columba_NAs_pu_mask.tif"
52 3866.16 5408 4960 0.00167271 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Cerorhinca.monocerata_NAs_pu_mask.tif"
53 5077.45 5408 4960 0.000256700 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Certhia.americana_NAs_pu_mask.tif"
54 5011.33 5408 4960 0.00122235 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Chaetura.vauxi_NAs_pu_mask.tif"
55 3654.4 5408 4960 0.00199814 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Charadrius.vociferus_NAs_pu_mask.tif"
56 3564.01 5408 4960 0.00165244 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Chen.caerulescens_NAs_pu_mask.tif"
57 4646.85 5408 4960 0.00112120 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Chordeiles.minor_NAs_pu_mask.tif"
58 4247.37 5408 4960 0.00260920 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Chroicocephalus.philadelphia_NAs_pu_mask.tif"
59 3373.81 5408 4960 0.00248465 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Circus.cyaneus_NAs_pu_mask.tif"
60 3298.09 5408 4960 0.000615555 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Cistothorus.palustris_NAs_pu_mask.tif"
61 4731.98 5408 4960 0.00235797 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Clangula.hyemalis_NAs_pu_mask.tif"
62 4439.11 5408 4960 0.00161882 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Coccothraustes.vespertinus_NAs_pu_mask.tif"
63 4426.94 5408 4960 0.00289987 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Colaptes.auratus_NAs_pu_mask.tif"
64 4704.35 5408 4960 0.000345198 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Contopus.cooperi_NAs_pu_mask.tif"
65 3795.59 5408 4960 0.000515913 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Contopus.sordidulus_NAs_pu_mask.tif"
66 1671.78 5408 4960 0.00325964 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Corvus.brachyrhynchos_NAs_pu_mask.tif"
67 4678.39 5408 4960 0.00111231 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Corvus.caurinus_NAs_pu_mask.tif"
68 4888.15 5408 4960 0.00229763 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Corvus.corax_NAs_pu_mask.tif"
69 4987.93 5408 4960 0.00160960 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Cyanocitta.stelleri_NAs_pu_mask.tif"
70 4443.5 5408 4960 0.00373447 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Cygnus.buccinator_NAs_pu_mask.tif"
71 3033.34 5408 4960 0.00161834 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Cygnus.columbianus_NAs_pu_mask.tif"
72 4953.67 5408 4960 0.00347198 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Cypseloides.niger_NAs_pu_mask.tif"
73 5125.5 5408 4960 0.0143941 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Dendragapus.fuliginosus_NAs_pu_mask.tif"
74 4495.0 5408 4960 0.00189426 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Dendroica.petechia_NAs_pu_mask.tif"
75 5045.54 5408 4960 0.0102773 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Dendroica.townsendi_NAs_pu_mask.tif"
76 4861.5 5408 4960 0.00128523 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Dryocopus.pileatus_NAs_pu_mask.tif"
77 1344.96 5401 4967 0.00274340 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Dumetella.carolinensis_NAs_pu_mask.tif"
78 5173.84 5408 4960 0.00891860 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Empidonax.difficilis_NAs_pu_mask.tif"
79 4874.64 5408 4960 0.00148877 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Empidonax.hammondii_NAs_pu_mask.tif"
80 4775.1 5408 4960 0.00123275 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Empidonax.traillii_NAs_pu_mask.tif"
81 3475.09 5408 4960 0.00418910 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Euphagus.cyanocephalus_NAs_pu_mask.tif"
82 4758.38 5408 4960 0.000127665 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Falco.columbarius_NAs_pu_mask.tif"
83 4947.95 5408 4960 0.000865145 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Falco.peregrinus_NAs_pu_mask.tif"
84 3561.83 5408 4960 0.00434361 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Falco.sparverius_NAs_pu_mask.tif"
85 3787.97 5408 4960 0.00180782 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Fulica.americana_NAs_pu_mask.tif"
86 62.0 62 10306 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sei_rasters/FW_la.tif"
87 39.0 39 10329 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sei_rasters/FW_pd.tif"
88 3422.26 5408 4960 0.000851316 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Gallinago.delicata_NAs_pu_mask.tif"
89 4248.15 5408 4960 0.00201779 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Gavia.immer_NAs_pu_mask.tif"
90 4861.75 5408 4960 0.00233716 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Gavia.pacifica_NAs_pu_mask.tif"
91 3725.96 5408 4960 0.000349611 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Gavia.stellata_NAs_pu_mask.tif"
92 4948.58 5408 4960 0.00131562 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Geothlypis.tolmiei_NAs_pu_mask.tif"
93 4232.01 5408 4960 0.00415259 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Geothlypis.trichas_NAs_pu_mask.tif"
94 4866.48 5408 4960 0.000588066 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Glaucidium.gnoma_NAs_pu_mask.tif"
95 3463.23 5408 4960 0.00136435 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Glaucomys.sabrinus_NAs_pu_mask.tif"
96 2764.3 5408 4960 0.00206415 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Grus.canadensis_NAs_pu_mask.tif"
97 4467.5 5408 4960 0.000804179 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Haematopus.bachmani_NAs_pu_mask.tif"
98 4696.6 5408 4960 0.00439661 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Haliaeetus.leucocephalus_NAs_pu_mask.tif"
99 362.0 362 10006 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sei_rasters/HB_cs.tif"
100 67.0 67 10301 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sei_rasters/HB_vs.tif"
101 4529.63 5408 4960 0.000943011 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Hirundo.rustica_NAs_pu_mask.tif"
102 5144.73 5408 4960 0.00186404 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Histrionicus.histrionicus_NAs_pu_mask.tif"
103 3460.12 5408 4960 5.05155e-05 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Hydroprogne.caspia_NAs_pu_mask.tif"
104 1816.32 5408 4960 0.00517872 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Icterus.bullockii_NAs_pu_mask.tif"
105 209.0 209 10159 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sei_rasters/IT_bs.tif"
106 87.0 87 10281 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sei_rasters/IT_el.tif"
107 20.0 20 10348 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sei_rasters/IT_mf.tif"
108 5132.95 5408 4960 0.00343095 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Ixoreus.naevius_NAs_pu_mask.tif"
109 4823.64 5408 4960 0.000233977 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Junco.hyemalis_NAs_pu_mask.tif"
110 3951.81 5408 4960 0.00145482 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.argentatus_NAs_pu_mask.tif"
111 3610.12 5408 4960 0.00152861 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.californicus_NAs_pu_mask.tif"
112 4357.66 5408 4960 0.000349403 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.canus_NAs_pu_mask.tif"
113 2736.59 5408 4960 0.00584251 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.delawarensis_NAs_pu_mask.tif"
114 4320.72 5408 4960 0.00159822 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.glaucescens_NAs_pu_mask.tif"
115 3526.52 5408 4960 0.00223033 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Larus.occidentalis_NAs_pu_mask.tif"
116 3201.63 5408 4960 0.00395316 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Limnodromus.scolopaceus_NAs_pu_mask.tif"
117 4478.93 5408 4960 0.000756242 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Lophodytes.cucullatus_NAs_pu_mask.tif"
118 4971.74 5408 4960 0.000641312 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Loxia.curvirostra_NAs_pu_mask.tif"
119 4620.29 5408 4960 0.00109214 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Megaceryle.alcyon_NAs_pu_mask.tif"
120 4766.94 5408 4960 0.00131342 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melanitta.fusca_NAs_pu_mask.tif"
121 3865.16 5408 4960 0.00261075 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melanitta.nigra_NAs_pu_mask.tif"
122 4829.89 5408 4960 0.00236184 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melanitta.perspicillata_NAs_pu_mask.tif"
123 3380.45 5408 4960 0.00256341 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melospiza.georgiana_NAs_pu_mask.tif"
124 4127.91 5408 4960 0.000495810 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melospiza.lincolnii_NAs_pu_mask.tif"
125 4651.35 5408 4960 0.00373721 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Melospiza.melodia_NAs_pu_mask.tif"
126 4733.39 5408 4960 0.00453210 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Mergus.serrator_NAs_pu_mask.tif"
127 3837.0 3837 6531 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sei_rasters/MF.tif"
128 4015.0 4015 6353 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/MF.tif"
129 3643.51 5408 4960 0.00242871 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Microtus.townsendii_NAs_pu_mask.tif"
130 4446.66 5408 4960 0.000451995 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Molothrus.ater_NAs_pu_mask.tif"
131 2856.21 5408 4960 0.00366637 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Mustela.erminea_NAs_pu_mask.tif"
132 4191.64 5408 4960 0.000551238 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Myadestes.townsendi_NAs_pu_mask.tif"
133 3572.11 5408 4960 0.00229356 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Myotis.lucifugus_NAs_pu_mask.tif"
134 3742.68 5408 4960 0.000696586 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Neovison.vison_NAs_pu_mask.tif"
135 113.0 113 10255 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/OF.tif"
136 146.0 146 10222 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/bowen_sei_rasters/OF.tif"
137 3447.34 5408 4960 0.000439829 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Oncorhynchus.kisutch_NAs_pu_mask.tif"
138 4916.77 5408 4960 0.00112293 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Oreothlypis.celata_NAs_pu_mask.tif"
139 2910.44 5408 4960 0.00194974 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Oreothlypis.ruficapilla_NAs_pu_mask.tif"
140 3113.12 5408 4960 0.00420545 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Oxyura.jamaicensis_NAs_pu_mask.tif"
141 3946.78 5408 4960 0.000294488 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Pandion.haliaetus_NAs_pu_mask.tif"
142 4052.38 5408 4960 0.00136032 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Passerculus.sandwichensis_NAs_pu_mask.tif"
143 4743.8 5408 4960 0.00201670 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Passerella.iliaca_NAs_pu_mask.tif"
144 5226.52 5408 4960 0.00761220 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Patagioenas.fasciata_NAs_pu_mask.tif"
145 3270.89 5408 4960 0.00514299 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Peromyscus.keeni_NAs_pu_mask.tif"
146 4853.42 5408 4960 0.00271688 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Peromyscus.maniculatus_NAs_pu_mask.tif"
147 3576.64 5408 4960 0.000240176 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Petrochelidon.pyrrhonota_NAs_pu_mask.tif"
148 3727.43 5408 4960 0.00309105 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Phalacrocorax.auritus_NAs_pu_mask.tif"
149 3868.53 5408 4960 0.000625175 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Phalacrocorax.pelagicus_NAs_pu_mask.tif"
150 4544.34 5408 4960 0.000828919 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Phalacrocorax.penicillatus_NAs_pu_mask.tif"
151 2728.8 5408 4960 0.00150533 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Phalaropus.lobatus_NAs_pu_mask.tif"
152 4809.93 5408 4960 0.00285863 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Pheucticus.melanocephalus_NAs_pu_mask.tif"
153 4035.64 5408 4960 0.00150782 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Picoides.pubescens_NAs_pu_mask.tif"
154 4752.69 5408 4960 0.00197704 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Picoides.villosus_NAs_pu_mask.tif"
155 4942.0 5408 4960 0.00263772 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Pipilo.maculatus_NAs_pu_mask.tif"
156 4691.37 5408 4960 0.00145580 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Piranga.ludoviciana_NAs_pu_mask.tif"
157 4283.42 5408 4960 0.00390708 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Podiceps.auritus_NAs_pu_mask.tif"
158 4003.09 5408 4960 0.000143485 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Podiceps.grisegena_NAs_pu_mask.tif"
159 3046.29 5408 4960 0.000220432 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Podiceps.nigricollis_NAs_pu_mask.tif"
160 4000.96 5408 4960 0.00318645 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Podilymbus.podiceps_NAs_pu_mask.tif"
161 5166.69 5408 4960 0.000804772 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Poecile.rufescens_NAs_pu_mask.tif"
162 2540.7 5408 4960 0.00283685 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Porzana.carolina_NAs_pu_mask.tif"
163 2071.27 5408 4960 0.000476052 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Progne.subis_NAs_pu_mask.tif"
164 3432.03 5408 4960 0.00199562 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Psaltriparus.minimus_NAs_pu_mask.tif"
165 4705.27 5408 4960 0.00236128 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Pseudacris.regilla_NAs_pu_mask.tif"
166 3854.63 5408 4960 0.00205378 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Rallus.limicola_NAs_pu_mask.tif"
167 4062.58 5408 4960 5.58726e-05 "/home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Rana.aurora_NAs_pu_mask.tif"
